street_number,route,locality-political,administrative_area_level_2-political,administrative_area_level_1-political,country-political,postal_code,address,longitude,latitude,neighborhood-political,postal_code_suffix,establishment-point_of_interest-transit_station,establishment-park-point_of_interest,premise,establishment-point_of_interest-subway_station-transit_station,airport-establishment-finance-moving_company-point_of_interest-storage,subpremise,bus_station-establishment-point_of_interest-transit_station,establishment-park-point_of_interest-tourist_attraction,establishment-natural_feature,airport-establishment-point_of_interest,political-sublocality-sublocality_level_1,administrative_area_level_3-political,post_box,establishment-light_rail_station-point_of_interest-transit_station,establishment-point_of_interest,aquarium-establishment-park-point_of_interest-tourist_attraction-zoo,campground-establishment-lodging-park-point_of_interest-rv_park-tourist_attraction,cemetery-establishment-park-point_of_interest
10532,Park Villa Lane,Villa Park,Orange County,California,United States,92861,"10532 Park Villa Ln, Villa Park, CA 92861, USA",-117.81,33.81,,5320,,,,,,,,,,,,,,,,,,
17911,Morrow Circle,Villa Park,Orange County,California,United States,92861,"17911 Morrow Cir, Villa Park, CA 92861, USA",-117.82,33.81,,5306,,,,,,,,,,,,,,,,,,
2208,East Coral Avenue,Orange,Orange County,California,United States,92867,"2208 E Coral Ave, Orange, CA 92867, USA",-117.83,33.82,,2918,,,,,,,,,,,,,,,,,,
2220,East Katella Avenue,Orange,Orange County,California,United States,92867,"2220 E Katella Ave, Orange, CA 92867, USA",-117.83,33.81,,5231,,,,,,,,,,,,,,,,,,
222,North Center Street,Orange,Orange County,California,United States,92866,"222 N Center St, Orange, CA 92866, USA",-117.85,33.79,,1504,,,,,,,,,,,,,,,,,,
701,West Maple Avenue,Orange,Orange County,California,United States,92868,"701 W Maple Ave, Orange, CA 92868, USA",-117.86,33.79,,2213,,,,,,,,,,,,,,,,,,
405,East Toluca Avenue,Orange,Orange County,California,United States,92866,"405 E Toluca Ave, Orange, CA 92866, USA",-117.85,33.78,,2720,,,,,,,,,,,,,,,,,,
724,West La Veta Avenue,Orange,Orange County,California,United States,92868,"724 W La Veta Ave, Orange, CA 92868, USA",-117.86,33.78,,,,,,,,,,,,,,,,,,,,
1650,West La Veta Avenue,Orange,Orange County,California,United States,92868,"1650 W La Veta Ave, Orange, CA 92868, USA",-117.87,33.78,,4119,,,,,,,,,,,,,,,,,,
726,West Nicholas Avenue,Orange,Orange County,California,United States,92868,"726 W Nicholas Ave, Orange, CA 92868, USA",-117.86,33.8,,1318,,,,,,,,,,,,,,,,,,
196,North Feldner Road,Orange,Orange County,California,United States,92868,"196 N Feldner Rd, Orange, CA 92868, USA",-117.87,33.79,,2721,,,,,,,,,,,,,,,,,,
208,North Donneybrooke Street,Orange,Orange County,California,United States,92868,"208 N Donneybrooke St, Orange, CA 92868, USA",-117.88,33.79,,2307,,,,,,,,,,,,,,,,,,
,,Orange,Orange County,California,United States,92868,"Metropolitan-The City, Orange, CA 92868, USA",-117.89,33.78,Anaheim Resort,,Metropolitan-The City,,,,,,,,,,,,,,,,,
12612,Spinnaker Street,Garden Grove,Orange County,California,United States,92840,"12612 Spinnaker St, Garden Grove, CA 92840, USA",-117.9,33.78,,6130,,,,,,,,,,,,,,,,,,
3047,North Sandbar Circle,Orange,Orange County,California,United States,92865,"3047 N Sandbar Cir, Orange, CA 92865, USA",-117.85,33.84,,1155,,,,,,,,,,,,,,,,,,
3082,North Spicewood Street,Orange,Orange County,California,United States,92865,"3082 N Spicewood St, Orange, CA 92865, USA",-117.86,33.84,Northeast Anaheim,1097,,,,,,,,,,,,,,,,,,
336,East Woodstock Avenue,Orange,Orange County,California,United States,92865,"336 E Woodstock Ave, Orange, CA 92865, USA",-117.85,33.83,,2733,,,,,,,,,,,,,,,,,,
715,West Fletcher Avenue,Orange,Orange County,California,United States,92865,"715 W Fletcher Ave, Orange, CA 92865, USA",-117.86,33.83,,,,,,,,,,,,,,,,,,,,
3017,North Oceanview Street,Orange,Orange County,California,United States,92865,"3017 N Oceanview St, Orange, CA 92865, USA",-117.84,33.84,,1612,,,,,,,,,,,,,,,,,,
311,East Katella Avenue,Orange,Orange County,California,United States,92867,"311 E Katella Ave, Orange, CA 92867, USA",-117.85,33.81,,4860,,,,,,,,,,,,,,,,,,
342,East Oakmont Avenue,Orange,Orange County,California,United States,92867,"342 E Oakmont Ave, Orange, CA 92867, USA",-117.85,33.8,,6831,,,,,,,,,,,,,,,,,,
1315,North Glassell Street,Orange,Orange County,California,United States,92867,"1315 N Glassell St, Orange, CA 92867, USA",-117.84,33.81,,,,,,,,,,,,,,,,,,,,
1305,East Oakmont Avenue,Orange,Orange County,California,United States,92867,"1305 E Oakmont Ave, Orange, CA 92867, USA",-117.84,33.8,,7023,,,,,,,,,,,,,,,,,,
740,West Grove Avenue,Orange,Orange County,California,United States,92865,"740 W Grove Ave, Orange, CA 92865, USA",-117.86,33.82,,3214,,,,,,,,,,,,,,,,,,
1911,North Greengrove Street,Orange,Orange County,California,United States,92865,"1911 N Greengrove St, Orange, CA 92865, USA",-117.84,33.82,,4654,,,,,,,,,,,,,,,,,,
202,South Ash Street,Anaheim,Orange County,California,United States,92805,"202 S Ash St, Anaheim, CA 92805, USA",-117.89,33.84,Southeast Anaheim,4315,,,,,,,,,,,,,,,,,,
1832,East Verde Place,Anaheim,Orange County,California,United States,92805,"1832 E Verde Pl, Anaheim, CA 92805, USA",-117.89,33.83,Southeast Anaheim,5442,,,,,,,,,,,,,,,,,,
689,South East Street,Anaheim,Orange County,California,United States,92805,"689 S East St, Anaheim, CA 92805, USA",-117.9,33.83,Downtown Anaheim,,,,,,,,,,,,,,,,,,,
1912,East Clifpark Way,Anaheim,Orange County,California,United States,92805,"1912 E Clifpark Way, Anaheim, CA 92805, USA",-117.89,33.82,Southeast Anaheim,5745,,,,,,,,,,,,,,,,,,
1910,East Gene Autry Way,Anaheim,Orange County,California,United States,92805,"1910 E Gene Autry Way, Anaheim, CA 92805, USA",-117.89,33.8,Anaheim Resort,,,,,,,,,,,,,,,,,,,
1701,West Katella Avenue,Orange,Orange County,California,United States,92867,"1701 W Katella Ave, Orange, CA 92867, USA",-117.87,33.81,,,,,,,,,,,,,,,,,,,,
134,South Beth Circle,Anaheim,Orange County,California,United States,92806,"134 S Beth Cir, Anaheim, CA 92806, USA",-117.87,33.84,Northeast Anaheim,3831,,,,,,,,,,,,,,,,,,
2505e,East Ward Terrace,Anaheim,Orange County,California,United States,92806,"2505e E Ward Terrace, Anaheim, CA 92806, USA",-117.88,33.84,Northeast Anaheim,,,,,,,,,,,,,,,,,,,
2832,East Randy Avenue,Anaheim,Orange County,California,United States,92806,"2832 E Randy Ave, Anaheim, CA 92806, USA",-117.87,33.83,Southeast Anaheim,4419,,,,,,,,,,,,,,,,,,
841,South Vale Avenue,Anaheim,Orange County,California,United States,92806,"841 S Vale Ave, Anaheim, CA 92806, USA",-117.88,33.83,Southeast Anaheim,4721,,,,,,,,,,,,,,,,,,
2505,East Alki Place,Anaheim,Orange County,California,United States,92806,"2505 E Alki Pl, Anaheim, CA 92806, USA",-117.88,33.82,Southeast Anaheim,5003,,,,,,,,,,,,,,,,,,
14971,East Ball Road,Anaheim,Orange County,California,United States,92806,"14971 E Ball Rd, Anaheim, CA 92806, USA",-117.87,33.82,,,,,,,,,,,,,,,,,,,,
1128,North Boden Drive,Anaheim,Orange County,California,United States,92805,"1128 N Boden Dr, Anaheim, CA 92805, USA",-117.9,33.85,Northeast Anaheim,1538,,,,,,,,,,,,,,,,,,
1141,North State College Boulevard,Anaheim,Orange County,California,United States,92805,"1141 N State College Blvd, Anaheim, CA 92805, USA",-117.89,33.85,Northeast Anaheim,2704,,,,,,,,,,,,,,,,,,
130,North Citrus Ranch Road,Anaheim,Orange County,California,United States,92805,"130 N Citrus Ranch Rd, Anaheim, CA 92805, USA",-117.9,33.84,Northeast Anaheim,,,,,,,,,,,,,,,,,,,
3250,East Carpenter Avenue,Anaheim,Orange County,California,United States,92806,"3250 E Carpenter Ave, Anaheim, CA 92806, USA",-117.85,33.85,Northeast Anaheim,,,,,,,,,,,,,,,,,,,
1092,North Kraemer Place,Anaheim,Orange County,California,United States,92806,"1092 N Kraemer Pl, Anaheim, CA 92806, USA",-117.86,33.85,Northeast Anaheim,,,,,,,,,,,,,,,,,,,
1151,North Anaheim Boulevard,Anaheim,Orange County,California,United States,92801,"1151 N Anaheim Blvd, Anaheim, CA 92801, USA",-117.92,33.85,Northwest Anaheim,,,,,,,,,,,,,,,,,,,
640n,North Helena Street,Anaheim,Orange County,California,United States,92805,"640n N Helena St, Anaheim, CA 92805, USA",-117.92,33.84,Downtown Anaheim,2620,,,,,,,,,,,,,,,,,,
808,East Balsam Avenue,Anaheim,Orange County,California,United States,92805,"808 E Balsam Ave, Anaheim, CA 92805, USA",-117.91,33.85,Northeast Anaheim,1405,,,,,,,,,,,,,,,,,,
501,East Adele Street,Anaheim,Orange County,California,United States,92805,"501 E Adele St, Anaheim, CA 92805, USA",-117.91,33.84,Downtown Anaheim,3041,,,,,,,,,,,,,,,,,,
825,West Lodge Avenue,Anaheim,Orange County,California,United States,92801,"825 W Lodge Ave, Anaheim, CA 92801, USA",-117.93,33.85,Northwest Anaheim,,,,,,,,,,,,,,,,,,,
1683,West Cutter Road,Anaheim,Orange County,California,United States,92801,"1683 W Cutter Rd, Anaheim, CA 92801, USA",-117.94,33.85,Northwest Anaheim,1965,,,,,,,,,,,,,,,,,,
731,North West Street,Anaheim,Orange County,California,United States,92801,"731 N West St, Anaheim, CA 92801, USA",-117.93,33.84,Northwest Anaheim,4709,,,,,,,,,,,,,,,,,,
1901,Bayshore Drive,Anaheim,Orange County,California,United States,92801,"1901 Bayshore Dr, Anaheim, CA 92801, USA",-117.95,33.85,Northwest Anaheim,,,,,,,,,,,,,,,,,,,
1206,North Fulton Street,Anaheim,Orange County,California,United States,92801,"1206 N Fulton St, Anaheim, CA 92801, USA",-117.96,33.85,Northwest Anaheim,1540,,,,,,,,,,,,,,,,,,
2463,West La Palma Avenue,Anaheim,Orange County,California,United States,92801,"2463 W La Palma Ave, Anaheim, CA 92801, USA",-117.97,33.85,Northwest Anaheim,,,,,,,,,,,,,,,,,,,
576,North Crescent Way,Anaheim,Orange County,California,United States,92801,"576 N Crescent Way, Anaheim, CA 92801, USA",-117.95,33.84,Northwest Anaheim,,,,,,,,,,,,,,,,,,,
630,North Euclid Street,Anaheim,Orange County,California,United States,92801,"630 N Euclid St, Anaheim, CA 92801, USA",-117.94,33.84,Northwest Anaheim,4616,,,,,,,,,,,,,,,,,,
1191,North Knollwood Circle,Anaheim,Orange County,California,United States,92801,"1191 N Knollwood Cir, Anaheim, CA 92801, USA",-117.98,33.85,,,,,,,,,,,,,,,,,,,,
2676,West Glencrest Avenue,Anaheim,Orange County,California,United States,92801,"2676 W Glencrest Ave, Anaheim, CA 92801, USA",-117.98,33.84,Northwest Anaheim,3020,,,,,,,,,,,,,,,,,,
910,West Crescent Avenue,Anaheim,Orange County,California,United States,92801,"910 W Crescent Ave, Anaheim, CA 92801, USA",-117.96,33.84,Northwest Anaheim,3842,,,,,,,,,,,,,,,,,,
2445,West Crescent Avenue,Anaheim,Orange County,California,United States,92801,"2445 W Crescent Ave, Anaheim, CA 92801, USA",-117.97,33.84,Northwest Anaheim,5002,,,,,,,,,,,,,,,,,,
8209,Lime Circle,Buena Park,Orange County,California,United States,90620,"8209 Lime Cir, Buena Park, CA 90620, USA",-117.99,33.84,,3323,,,,,,,,,,,,,,,,,,
2447,West Mall Avenue,Anaheim,Orange County,California,United States,92804,"2447 W Mall Ave, Anaheim, CA 92804, USA",-117.97,33.83,Southwest Anaheim,2208,,,,,,,,,,,,,,,,,,
203,South Trojan Street,Anaheim,Orange County,California,United States,92804,"203 S Trojan St, Anaheim, CA 92804, USA",-117.98,33.83,Southwest Anaheim,2028,,,,,,,,,,,,,,,,,,
3143,West Teranimar Drive,Anaheim,Orange County,California,United States,92804,"3143 W Teranimar Dr, Anaheim, CA 92804, USA",-118.0,33.82,Southwest Anaheim,3828,,,,,,,,,,,,,,,,,,
828,South Rome Place,Anaheim,Orange County,California,United States,92804,"828 S Rome Pl, Anaheim, CA 92804, USA",-118.01,33.82,Southwest Anaheim,3022,,,,,,,,,,,,,,,,,,
3443,West Del Monte Drive,Anaheim,Orange County,California,United States,92804,"3443 W Del Monte Dr, Anaheim, CA 92804, USA",-118.01,33.83,Southwest Anaheim,,,,,,,,,,,,,,,,,,,
3137,West Del Monte Drive,Anaheim,Orange County,California,United States,92804,"3137 W Del Monte Dr, Anaheim, CA 92804, USA",-118.0,33.83,Southwest Anaheim,1664,,,,,,,,,,,,,,,,,,
2910,West Baywood Avenue,Anaheim,Orange County,California,United States,92804,"2910 W Baywood Ave, Anaheim, CA 92804, USA",-117.99,33.83,Southwest Anaheim,,,,,,,,,,,,,,,,,,,
2917,West Devoy Drive,Anaheim,Orange County,California,United States,92804,"2917 W Devoy Dr, Anaheim, CA 92804, USA",-117.99,33.82,Southwest Anaheim,3910,,,,,,,,,,,,,,,,,,
821,South Sherrill Street,Anaheim,Orange County,California,United States,92804,"821 S Sherrill St, Anaheim, CA 92804, USA",-117.98,33.82,Southwest Anaheim,4022,,,,,,,,,,,,,,,,,,
830,South Webster Avenue,Anaheim,Orange County,California,United States,92804,"830 S Webster Ave, Anaheim, CA 92804, USA",-117.97,33.82,Southwest Anaheim,,,,,,,,,,,,,,,,,,,
2201,West Broadway,Anaheim,Orange County,California,United States,92804,"2201 W Broadway, Anaheim, CA 92804, USA",-117.96,33.83,Southwest Anaheim,2303,,,,,,,,,,,,,,,,,,
1650,West Pampas Lane,Anaheim,Orange County,California,United States,92802,"1650 W Pampas Ln, Anaheim, CA 92802, USA",-117.94,33.83,Southwest Anaheim,,,,,,,,,,,,,,,,,,,
238,South Nutwood Street,Anaheim,Orange County,California,United States,92804,"238 S Nutwood St, Anaheim, CA 92804, USA",-117.95,33.83,Southwest Anaheim,2533,,,,,,,,,,,,,,,,,,
1662,West Beacon Avenue,Anaheim,Orange County,California,United States,92802,"1662 W Beacon Ave, Anaheim, CA 92802, USA",-117.94,33.82,Southwest Anaheim,1515,,,,,,,,,,,,,,,,,,
906,South Nutwood Street,Anaheim,Orange County,California,United States,92804,"906 S Nutwood St, Anaheim, CA 92804, USA",-117.95,33.82,Southwest Anaheim,4402,,,,,,,,,,,,,,,,,,
1305,West Broadway,Anaheim,Orange County,California,United States,92802,"1305 W Broadway, Anaheim, CA 92802, USA",-117.93,33.83,Southwest Anaheim,,,,,,,,,,,,,,,,,,,
828,West Vermont Avenue,Anaheim,Orange County,California,United States,92805,"828 W Vermont Ave, Anaheim, CA 92805, USA",-117.92,33.82,Anaheim Resort,,,,,,,,,,,,,,,,,,,
1306,West Beacon Avenue,Anaheim,Orange County,California,United States,92802,"1306 W Beacon Ave, Anaheim, CA 92802, USA",-117.93,33.82,Southwest Anaheim,1716,,,,,,,,,,,,,,,,,,
,Unnamed Road,Anaheim,Orange County,California,United States,92805,"Unnamed Road, Anaheim, CA 92805, USA",-117.92,33.83,Downtown Anaheim,,,,,,,,,,,,,,,,,,,
214,East Ellsworth Avenue,Anaheim,Orange County,California,United States,92805,"214 E Ellsworth Ave, Anaheim, CA 92805, USA",-117.91,33.83,Downtown Anaheim,4711,,,,,,,,,,,,,,,,,,
931,East Ball Road,Anaheim,Orange County,California,United States,92805,"931 E Ball Rd, Anaheim, CA 92805, USA",-117.9,33.82,Southeast Anaheim,,,,,,,,,,,,,,,,,,,
1032,South Lemon Street,Anaheim,Orange County,California,United States,92805,"1032 S Lemon St, Anaheim, CA 92805, USA",-117.91,33.82,Southwest Anaheim,,,,,,,,,,,,,,,,,,,
337,West Cerritos Avenue,Anaheim,Orange County,California,United States,92805,"337 W Cerritos Ave, Anaheim, CA 92805, USA",-117.91,33.81,,6551,,,,,,,,,,,,,,,,,,
1309,Lynne Avenue,Anaheim,Orange County,California,United States,92802,"1309 Lynne Ave, Anaheim, CA 92802, USA",-117.93,33.81,Hermosa Village,2660,,,,,,,,,,,,,,,,,,
,Picnic Spiral,Anaheim,Orange County,California,United States,92802,"Picnic Spiral, Anaheim, CA 92802, USA",-117.92,33.81,Anaheim Resort,,,,,,,,,,,,,,,,,,,
1909,South Norma Lane,Anaheim,Orange County,California,United States,92802,"1909 S Norma Ln, Anaheim, CA 92802, USA",-117.93,33.8,Southwest Anaheim,3225,,,,,,,,,,,,,,,,,,
800,West Katella Avenue,Anaheim,Orange County,California,United States,92802,"800 W Katella Ave, Anaheim, CA 92802, USA",-117.92,33.8,Anaheim Resort,,,,,,,,,,,,,,,,,,,
1935,South Manchester Avenue,Anaheim,Orange County,California,United States,92802,"1935 S Manchester Ave, Anaheim, CA 92802, USA",-117.9,33.8,Anaheim Resort,,,,,,,,,,,,,,,,,,,
1667,West Mells Lane,Anaheim,Orange County,California,United States,92802,"1667 W Mells Ln, Anaheim, CA 92802, USA",-117.94,33.81,Hermosa Village,2422,,,,,,,,,,,,,,,,,,
11081,Palma Vista Street,Garden Grove,Orange County,California,United States,92840,"11081 Palma Vista St, Garden Grove, CA 92840, USA",-117.94,33.8,,1409,,,,,,,,,,,,,,,,,,
905,South Brookhurst Street,Anaheim,Orange County,California,United States,92804,"905 S Brookhurst St, Anaheim, CA 92804, USA",-117.96,33.82,Sherwood Forest & Thistle Development,,,,,,,,,,,,,,,,,,,
11201,Biscayne Court,Garden Grove,Orange County,California,United States,92841,"11201 Biscayne Ct, Garden Grove, CA 92841, USA",-117.96,33.8,,1301,,,,,,,,,,,,,,,,,,
9921,West Harle Avenue,Anaheim,Orange County,California,United States,92804,"9921 W Harle Ave, Anaheim, CA 92804, USA",-117.96,33.81,West Anaheim,5925,,,,,,,,,,,,,,,,,,
1511,South Nutwood Street,Anaheim,Orange County,California,United States,92804,"1511 S Nutwood St, Anaheim, CA 92804, USA",-117.95,33.81,Southwest Anaheim,6022,,,,,,,,,,,,,,,,,,
7516,West Cerritos Avenue,Stanton,Orange County,California,United States,90680,"7516 W Cerritos Ave, Stanton, CA 90680, USA",-118.0,33.81,,2205,,,,,,,,,,,,,,,,,,
7053,West Cerritos Avenue,Stanton,Orange County,California,United States,90680,"7053 W Cerritos Ave, Stanton, CA 90680, USA",-118.01,33.81,,1937,,,,,,,,,,,,,,,,,,
11250,Beach Boulevard,Stanton,Orange County,California,United States,90680,"11250 Beach Blvd SPC 104, Stanton, CA 90680, USA",-117.99,33.8,,,,,,,,SPC 104,,,,,,,,,,,,
10502,Sycamore Avenue,Stanton,Orange County,California,United States,90680,"10502 Sycamore Ave, Stanton, CA 90680, USA",-117.99,33.81,,,,,,,,,,,,,,,,,,,,
8748,West Cerritos Avenue,Anaheim,Orange County,California,United States,92804,"8748 W Cerritos Ave, Anaheim, CA 92804, USA",-117.98,33.81,,5702,,,,,,,,,,,,,,,,,,
9332,West Cerritos Avenue,Anaheim,Orange County,California,United States,92804,"9332 W Cerritos Ave, Anaheim, CA 92804, USA",-117.97,33.81,,5955,,,,,,,,,,,,,,,,,,
8151,Fillmore Drive,Anaheim,Orange County,California,United States,92804,"8151 Fillmore Dr, Anaheim, CA 92804, USA",-117.99,33.79,,6721,,,,,,,,,,,,,,,,,,
8731,Dewey Drive,Garden Grove,Orange County,California,United States,92841,"8731 Dewey Dr, Garden Grove, CA 92841, USA",-117.98,33.8,,1611,,,,,,,,,,,,,,,,,,
11872,Macduff Street,Garden Grove,Orange County,California,United States,92841,"11872 Macduff St, Garden Grove, CA 92841, USA",-117.98,33.79,,2208,,,,,,,,,,,,,,,,,,
9351,Dewey Drive,Garden Grove,Orange County,California,United States,92841,"9351 Dewey Dr, Garden Grove, CA 92841, USA",-117.97,33.8,Rustic Lane,1159,,,,,,,,,,,,,,,,,,
9311,Cellini Avenue,Garden Grove,Orange County,California,United States,92841,"9311 Cellini Ave, Garden Grove, CA 92841, USA",-117.97,33.79,,2504,,,,,,,,,,,,,,,,,,
7571,Santa Rita Circle,Stanton,Orange County,California,United States,90680,"7571 Santa Rita Cir, Stanton, CA 90680, USA",-118.0,33.79,West Garden Grove,3432,,,,,,,,,,,,,,,,,,
12540,Beach Boulevard,Stanton,Orange County,California,United States,90680,"12540 Beach Blvd, Stanton, CA 90680, USA",-117.99,33.78,,4010,,,,,,,,,,,,,,,,,,
12571,Josephine Street,Garden Grove,Orange County,California,United States,92841,"12571 Josephine St, Garden Grove, CA 92841, USA",-117.98,33.78,,4618,,,,,,,,,,,,,,,,,,
12581,Jerome Lane,Garden Grove,Orange County,California,United States,92841,"12581 Jerome Ln, Garden Grove, CA 92841, USA",-117.97,33.78,,4833,,,,,,,,,,,,,,,,,,
9901,Chapman Avenue,Garden Grove,Orange County,California,United States,92841,"9901 Chapman Ave, Garden Grove, CA 92841, USA",-117.96,33.79,,,,,,,,,,,,,,,,,,,,
10501,Jenny Lane,Garden Grove,Orange County,California,United States,92840,"10501 Jenny Ln, Garden Grove, CA 92840, USA",-117.95,33.79,,2030,,,,,,,,,,,,,,,,,,
12605,Kensington Lane,Garden Grove,Orange County,California,United States,92840,"12605 Kensington Ln, Garden Grove, CA 92840, USA",-117.95,33.78,,,,,,,,,,,,,,,,,,,,
9901,Lenore Drive,Garden Grove,Orange County,California,United States,92841,"9901 Lenore Dr, Garden Grove, CA 92841, USA",-117.96,33.78,,4932,,,,,,,,,,,,,,,,,,
11211,Palmwood Drive,Garden Grove,Orange County,California,United States,92840,"11211 Palmwood Dr, Garden Grove, CA 92840, USA",-117.95,33.8,,1228,,,,,,,,,,,,,,,,,,
11072,Bixler Circle,Garden Grove,Orange County,California,United States,92840,"11072 Bixler Cir, Garden Grove, CA 92840, USA",-117.94,33.79,,,,,,,,,,,,,,,,,,,,
12611,George Street,Garden Grove,Orange County,California,United States,92840,"12611 George St, Garden Grove, CA 92840, USA",-117.93,33.78,,5416,,,,,,,,,,,,,,,,,,
12591,Walnut Avenue,Garden Grove,Orange County,California,United States,92840,"12591 Walnut Ave, Garden Grove, CA 92840, USA",-117.94,33.78,,5234,,,,,,,,,,,,,,,,,,
11622,Candy Lane,Garden Grove,Orange County,California,United States,92840,"11622 Candy Ln, Garden Grove, CA 92840, USA",-117.93,33.79,,2504,,,,,,,,,,,,,,,,,,
12202,Candy Lane,Garden Grove,Orange County,California,United States,92840,"12202 Candy Ln, Garden Grove, CA 92840, USA",-117.92,33.79,,2739,,,,,,,,,,,,,,,,,,
11907,Oertley Circle,Garden Grove,Orange County,California,United States,92840,"11907 Oertley Cir, Garden Grove, CA 92840, USA",-117.91,33.79,Anaheim Resort,4127,,,,,,,,,,,,,,,,,,
12762,Heather Avenue,Garden Grove,Orange County,California,United States,92840,"12762 Heather Ave, Garden Grove, CA 92840, USA",-117.91,33.78,Anaheim Resort,5918,,,,,,,,,,,,,,,,,,
13282,Harbor Boulevard,Garden Grove,Orange County,California,United States,92843,"13282 Harbor Blvd, Garden Grove, CA 92843, USA",-117.92,33.77,,,,,,,,,,,,,,,,,,,,
12192,Emrys Avenue,Garden Grove,Orange County,California,United States,92840,"12192 Emrys Ave, Garden Grove, CA 92840, USA",-117.92,33.78,,5631,,,,,,,,,,,,,,,,,,
10832,Dorothy Avenue,Garden Grove,Orange County,California,United States,92843,"10832 Dorothy Ave, Garden Grove, CA 92843, USA",-117.94,33.77,,2520,,,,,,,,,,,,,,,,,,
11411,Frances Avenue,Garden Grove,Orange County,California,United States,92843,"11411 Frances Ave, Garden Grove, CA 92843, USA",-117.93,33.77,,,,,,,,,,,,,,,,,,,,
13252,Deanann Place,Garden Grove,Orange County,California,United States,92843,"13252 Deanann Pl, Garden Grove, CA 92843, USA",-117.95,33.77,,2333,,,,,,,,,,,,,,,,,,
9711,Imperial Avenue,Garden Grove,Orange County,California,United States,92844,"9711 Imperial Ave, Garden Grove, CA 92844, USA",-117.96,33.77,,2413,,,,,,,,,,,,,,,,,,
9151,Imperial Avenue,Garden Grove,Orange County,California,United States,92844,"9151 Imperial Ave, Garden Grove, CA 92844, USA",-117.97,33.77,,2102,,,,,,,,,,,,,,,,,,
13242,Beach Terrace Drive,Garden Grove,Orange County,California,United States,92844,"13242 Beach Terrace Dr, Garden Grove, CA 92844, USA",-117.99,33.77,,1705,,,,,,,,,,,,,,,,,,
13231,Creek View Drive,Garden Grove,Orange County,California,United States,92844,"13231 Creek View Dr, Garden Grove, CA 92844, USA",-117.98,33.77,,3404,,,,,,,,,,,,,,,,,,
9117,Westminster Boulevard,Garden Grove,Orange County,California,United States,92844,"9117 Westminster Blvd, Garden Grove, CA 92844, USA",-117.97,33.76,,2750,,,,,,,,,,,,,,,,,,
8552,Lomay Avenue,Garden Grove,Orange County,California,United States,92844,"8552 Lomay Ave, Garden Grove, CA 92844, USA",-117.98,33.76,,2511,,,,,,,,,,,,,,,,,,
9649,Westminster Boulevard,Garden Grove,Orange County,California,United States,92844,"9649 Westminster Blvd, Garden Grove, CA 92844, USA",-117.96,33.76,,,,,,,,,,,,,,,,,,,,
9701,Sabre Avenue,Garden Grove,Orange County,California,United States,92844,"9701 Sabre Ave, Garden Grove, CA 92844, USA",-117.96,33.75,,3213,,,,,,,,,,,,,,,,,,
10251,Westminster Avenue,Garden Grove,Orange County,California,United States,92843,"10251 Westminster Ave, Garden Grove, CA 92843, USA",-117.95,33.76,,4820,,,,,,,,,,,,,,,,,,
10847,Westminster Avenue,Garden Grove,Orange County,California,United States,92843,"10847 Westminster Ave, Garden Grove, CA 92843, USA",-117.94,33.76,,4925,,,,,,,,,,,,,,,,,,
5402,Roosevelt Avenue,Santa Ana,Orange County,California,United States,92703,"5402 Roosevelt Ave, Santa Ana, CA 92703, USA",-117.94,33.75,Riverview West,2430,,,,,,,,,,,,,,,,,,
10281,Wembley Circle,Westminster,Orange County,California,United States,92683,"10281 Wembley Cir, Westminster, CA 92683, USA",-117.95,33.75,,5848,,,,,,,,,,,,,,,,,,
9121,Sabre Lane,Westminster,Orange County,California,United States,92683,"9121 Sabre Ln, Westminster, CA 92683, USA",-117.97,33.75,,5521,,,,,,,,,,,,,,,,,,
11431,Westminster Avenue,Garden Grove,Orange County,California,United States,92843,"11431 Westminster Ave, Garden Grove, CA 92843, USA",-117.93,33.76,,3643,,,,,,,,,,,,,,,,,,
4520,Roosevelt Avenue,Santa Ana,Orange County,California,United States,92703,"4520 Roosevelt Ave, Santa Ana, CA 92703, USA",-117.93,33.75,Riverview West,2549,,,,,,,,,,,,,,,,,,
603,North Harbor Boulevard,Santa Ana,Orange County,California,United States,92703,"603 N Harbor Blvd, Santa Ana, CA 92703, USA",-117.92,33.75,Santa Anita,,,,,,,,,,,,,,,,,,,
2222,Bobby Lane,Santa Ana,Orange County,California,United States,92706,"2222 Bobby Ln, Santa Ana, CA 92706, USA",-117.9,33.77,,1249,,,,,,,,,,,,,,,,,,
12592,Gloria Street,Garden Grove,Orange County,California,United States,92843,"12592 Gloria St, Garden Grove, CA 92843, USA",-117.91,33.77,,3011,,,,,,,,,,,,,,,,,,
12576,Westminster Avenue,Garden Grove,Orange County,California,United States,92843,"12576 Westminster Ave, Garden Grove, CA 92843, USA",-117.91,33.76,,,,,,,,,,,,,,,,,,,,
13960,Harbor Boulevard,Garden Grove,Orange County,California,United States,92843,"13960 Harbor Blvd, Garden Grove, CA 92843, USA",-117.92,33.76,,,,,,,,,,,,,,,,,,,,
3001,West 5th Street,Santa Ana,Orange County,California,United States,92703,"3001 W 5th St, Santa Ana, CA 92703, USA",-117.91,33.75,Santa Anita,,,,,,,,,,,,,,,,,,,
4527,West Posey Street,Santa Ana,Orange County,California,United States,92704,"4527 W Posey St, Santa Ana, CA 92704, USA",-117.93,33.74,Riverview West,1149,,,,,,,,,,,,,,,,,,
